collected_videos_count,collection_time,influencer_id,id,nickname,followers,hearts
10.0,1674149013210.0,6.695709463427892e+18,hienanh_99_,Hiền Anh 👻,1000000.0,12000000.0
10.0,1674148517738.0,6.695907682526512e+18,miemyii,Hà My ( Miemyi ),159800.0,1900000.0
10.0,1674148722063.0,6.696091230831396e+18,touyn.tomie,tô mì xiaomì,6320.0,174500.0
10.0,1674149159802.0,6.697189656063428e+18,kengx3,Kengx3,200.0,1212.0
10.0,1674150457243.0,6.698974684391785e+18,1oak.club,1oak.club,8286.0,83700.0
10.0,1674148619943.0,6.699249775030126e+18,dongthy_1010,Đông Thy,236000.0,4400000.0
10.0,1674148584562.0,6.699602903844406e+18,iamgauzoan,iamgauzoan,3548.0,12200.0
10.0,1674149517805.0,6.699721648319399e+18,khanhngoc_99_,Khánh ngọc,353500.0,3900000.0
10.0,1674149578451.0,6.69983860962291e+18,tifdowny,TIF DOWNY 🐱💋,101500.0,3400000.0
10.0,1674148564378.0,6.700814253240288e+18,hynkahen,Hen ✨,4975.0,99700.0
10.0,1674150264076.0,6.706076093612328e+18,coccachshop,COCCACH • STREETWEAR,11000.0,101400.0
10.0,1674148877675.0,6.706896838223922e+18,vunhatlinh_,Vũ Nhật Linh ☘️,124300.0,1400000.0
10.0,1674148542358.0,6.708917502951523e+18,plastic.worldwide,Plastic World Wide,2665.0,13700.0
10.0,1674148870079.0,6.70925459067465e+18,teeholic.sg,GIA ĐÌNH THS,74600.0,1300000.0
10.0,1674150269732.0,6.70933305375885e+18,enhhu25,enhhu,9957.0,33400.0
10.0,1674148618017.0,6.71051089744398e+18,nguyencaokyduyen1311,Nguyen Cao Ky Duyen,934900.0,14600000.0
10.0,1674235142537.0,6.710512305132455e+18,minhtrieu2204,Pham Dinh Minh Trieu,89700.0,1500000.0
10.0,1674149770670.0,6.710624816975644e+18,baokhuyensusan,Bảo Khuyên,662400.0,13100000.0
10.0,1674148591777.0,6.711521386357917e+18,bloomode,bloomode,3903.0,38200.0
10.0,1674148666263.0,6.712475705559647e+18,_minghang,Minghang,217.0,401.0
10.0,1674148555826.0,6.712841377850869e+18,missoutclo,MISSOUT CLO,83200.0,719200.0
10.0,1674150043047.0,6.713017681908286e+18,dodo18_home,DODO18 HOME,118.0,591.0
10.0,1674148529363.0,6.714142203256751e+18,meichan02,meichannnnn,236900.0,4200000.0
10.0,1674148741792.0,6.715390896903816e+18,dalla.saigon,Dalla Saigon,5867.0,33400.0
10.0,1674149119696.0,6.71607046539002e+18,heradg.fashion,HeraDG Fashion✅,364.0,3151.0
10.0,1674148869538.0,6.716858560317392e+18,hienhoofficial,Hiền Hồ,1800000.0,13200000.0
10.0,1674148872254.0,6.718203990163441e+18,vokieuvansinger,VÕ KIỀU VÂN,471300.0,3700000.0
10.0,1674148721014.0,6.718409524258653e+18,nhikaty.0801,Nhi Katy,460700.0,4100000.0
10.0,1674148847404.0,6.718709083198834e+18,realnavna,Lena  🎶✨,615600.0,8400000.0
10.0,1674148995663.0,6.718723469230491e+18,baoni_8104,Ni ni nè 👉🏻👈🏻Twins👯‍♀️,355300.0,4700000.0
10.0,1674148601828.0,6.719012899891611e+18,nhanthupham,Nhan Thu Pham,87.0,332.0
10.0,1674148619304.0,6.719793925757175e+18,ngocthanhtamofficial,Ngọc Thanh Tâm,739600.0,12800000.0
10.0,1674148520503.0,6.720136503925147e+18,shebyshj,She by Shj ,5508.0,16700.0
10.0,1674149474960.0,6.720145994607543e+18,namem.official,Nguyễn Lệ Nam Em,550400.0,6400000.0
10.0,1674148842082.0,6.721733414204147e+18,vyphamofficial,Vy Pham,1200000.0,14200000.0
10.0,1674149133995.0,6.72574182394133e+18,gabong1504,Phạm Thanh Huyền,4186.0,14100.0
10.0,1674148653005.0,6.726464979942213e+18,minanguyenxx,Mina nguyen,6227.0,19800.0
10.0,1674148744130.0,6.72670953059025e+18,errorist.ltd,errorist.ltd,9836.0,177800.0
10.0,1674148685061.0,6.726855381337196e+18,rimmydesign,Rimmy_Chụpảnh_khôngkhó,564.0,9037.0
10.0,1674148564133.0,6.726908664652056e+18,mignonne.inc,mignonne,28500.0,463500.0
10.0,1674148499801.0,6.727846996424164e+18,lienanhng,Lien Anh Nguyen,3154.0,24900.0
10.0,1674149032378.0,6.727942068796753e+18,lynhci,Cugaiquemuakhongbittrendlagi,42900.0,453100.0
10.0,1674148723370.0,6.728622934384346e+18,kiwikimquy,Kiwi Kim Quý,1800000.0,35800000.0
10.0,1674149995574.0,6.730850346107176e+18,hanhchipp97,Hạnh Trần,46000.0,562500.0
10.0,1674148592460.0,6.730864700165178e+18,william.boutique,William Boutique,58.0,86.0
10.0,1674148686803.0,6.731739710874895e+18,thelstudios,THE L STUDIOS,4878.0,34800.0
10.0,1674148624019.0,6.732158802831312e+18,marvinle.official,Marvin Le,98.0,1191.0
10.0,1674148874197.0,6.733090370782348e+18,anhabiii,Ánh Abi,223500.0,5900000.0
10.0,1674149048105.0,6.735397839646672e+18,dinhtrangthao03,Đinh Trang Thảo,7700000.0,260200000.0
10.0,1674149076638.0,6.735478632040924e+18,bama.bag,BAMA BAG,12600.0,13400.0
10.0,1674150238756.0,6.736351595271865e+18,forher.store,ForHer Store,381.0,1364.0
10.0,1674148419528.0,6.740170712085448e+18,sovintage.vn,Sò Vintage,5004.0,469.0
10.0,1674234806593.0,6.74057645891589e+18,j.uuuuudy,JUDY,33300.0,1500000.0
10.0,1674148580050.0,6.740882145495811e+18,hongocha2511,Hồ Ngọc Hà,931700.0,6700000.0
10.0,1674149392250.0,6.741042963801327e+18,rachstore,RÁCH STORE,217200.0,3900000.0
10.0,1674149276817.0,6.741287882075506e+18,nha.lem,PHAN LEM (IG : _lem141),309900.0,5700000.0
10.0,1674150241529.0,6.741548719177139e+18,nguyenminhha_,Nguyễn Minh Hà,120600.0,1400000.0
10.0,1674148620224.0,6.743522293967242e+18,hamyyng,HàMyy🐰,154100.0,2800000.0
10.0,1674149207968.0,6.744681540078814e+18,maithihue0810,⚔️🔥 Mít 🔥⚔️,797500.0,15700000.0
10.0,1674148587819.0,6.744949664417613e+18,highclub.vn,Highclub.vn,226400.0,8000000.0
10.0,1674148893796.0,6.745304190421255e+18,aither.studio,Aither Studio,26600.0,23300.0
10.0,1674150085073.0,6.746197522752325e+18,mayberoom_official,Mayberoom,742.0,965.0
10.0,1674148511226.0,6.749078672898835e+18,ribbon.workshop,Ribbon,901.0,1298.0
10.0,1674149250132.0,6.750098982527993e+18,loviiecorner.shoes,Loviie Corner,241700.0,1700000.0
10.0,1674148701278.0,6.750829300357268e+18,decoco.accessories,Tiệm Trang Sức De Coco,220400.0,2800000.0
10.0,1674148723765.0,6.753585441474315e+18,271204.v,Cemchisee🧁,301900.0,4400000.0
10.0,1674148483503.0,6.753941907645351e+18,lyliiok,Ly Lii,8679.0,362400.0
10.0,1674149317519.0,6.755104982011299e+18,chodole,Chodole,16200.0,53600.0
10.0,1674149506873.0,6.755716648667874e+18,minhhang2206,Minh Hằng,1000000.0,6400000.0
10.0,1674148533625.0,6.75585673056071e+18,vylaii97,Tường Vi,315200.0,4600000.0
10.0,1674148538821.0,6.756085445091067e+18,nguyenxuanbaohan,Baohanhan,34900.0,473800.0
10.0,1674148629610.0,6.757924577055671e+18,adriedrose104,trangtran,58800.0,744000.0
10.0,1674148856166.0,6.75809453367999e+18,hamystoree.vn,Hamy xin chào,431.0,769.0
10.0,1674148541946.0,6.758262358420112e+18,usthebasic,USTHEBASIC,274.0,148.0
10.0,1674148605605.0,6.759583898723075e+18,wiwinguyen,WIWI,310.0,3790.0
10.0,1674148813609.0,6.760225433592284e+18,thuthuy.official,Ca sĩ Thu Thuỷ Official,345300.0,2700000.0
10.0,1674149072719.0,6.760245340324546e+18,nene_clothing,Nene Clothing,2936.0,12000.0
10.0,1674149361741.0,6.760578109860283e+18,phanhlee.90,Phương Anh Lê,88700.0,322800.0
10.0,1674148534113.0,6.760911173707564e+18,laminapparel,laminapparel,11700.0,55700.0
10.0,1674150248665.0,6.763922884793943e+18,leohomepage,LEO's clothing,2633.0,593.0
10.0,1674148726045.0,6.763922885398578e+18,myminion3,Mỹ Mỹ,3922.0,14900.0
10.0,1674150086145.0,6.765568932226663e+18,vyhoang._,Vy Hoàng,11200.0,240100.0
10.0,1674148464374.0,6.766241091589391e+18,tu_nini1986,tu_nini1986,34700.0,433400.0
10.0,1674148574749.0,6.767276472761484e+18,hongnhung020997,Hồng Nhung Trần,1300000.0,21300000.0
10.0,1674148710719.0,6.769140715252745e+18,sobinaafootwear.sg,Sobinaafootwearsg,101.0,181.0
10.0,1674148899218.0,6.769200986512459e+18,nghitheavocado,Tran Gia Nghi,28500.0,301600.0
10.0,1674148465235.0,6.76923054848372e+18,tyhdisanalien,Nguyễn Thùy Dương,139200.0,2200000.0
10.0,1674148723057.0,6.76940342088691e+18,karen.nng,Karen.nng,171700.0,1300000.0
10.0,1674149491184.0,6.769835843131082e+18,lexuanthao_,Lê Xuân Thảo,45500.0,140500.0
10.0,1674149071027.0,6.771068486925518e+18,_xotit_,XOTIT ☑️,2000000.0,29800000.0
10.0,1674149557516.0,6.772114508628149e+18,minxinhdep.42,Nguyễn Chi,3368.0,13600.0
10.0,1674148781767.0,6.772529807525332e+18,imkhangan,Khả Ngân,350200.0,3300000.0
10.0,1674149859313.0,6.772783717342774e+18,levents.vn,Levents,495400.0,6000000.0
10.0,1674148922226.0,6.773598154748265e+18,gaigarden,Mắt Kính Gaigarden,6421.0,20400.0
10.0,1674149108563.0,6.773651264213566e+18,sherryquynh_2903,Sherry Quỳnh,1560.0,15500.0
10.0,1674150280766.0,6.776212597013612e+18,outfixsaigon,Outfix Saigon,126.0,522.0
10.0,1674148613901.0,6.777645927441909e+18,lome.isilme,lome.isilme,1145.0,1902.0
10.0,1674148570374.0,6.779601000720729e+18,kidostudiowear,KIDO STUDIOWEAR,10200.0,88900.0
10.0,1674149546366.0,6.782074140515075e+18,namthu.official,Trần Nam Thư,1100000.0,7300000.0
10.0,1674149263077.0,6.783725427376031e+18,basicbae.98,Basicbae.98,192.0,430.0
10.0,1674148426689.0,6.783925059222816e+18,yni.channn,Nhi Chan,400.0,5122.0
10.0,1674150911455.0,6.784333092900914e+18,vintace.ci,Vintace.ci,192000.0,8700000.0
10.0,1674149346642.0,6.785431437459129e+18,evastore88,EVA,9745.0,19700.0
10.0,1674148889214.0,6.785697401958401e+18,leechieee,Lê Chi,9050.0,115000.0
10.0,1674148472762.0,6.789932190727964e+18,tiembac21centimeters,Tiệm bạc 21 Centimeters,612.0,1521.0
10.0,1674149948430.0,6.790001779784746e+18,lynnkenz,Lynnkenzz,237100.0,4000000.0
10.0,1674148622594.0,6.790862755902981e+18,ngoc.matcha,Ngọc Matcha ☘️,4000000.0,140000000.0
10.0,1674148496850.0,6.791687738854983e+18,revolutionclothing.vn,revolutionclothing.vn,4780.0,15200.0
10.0,1674148541393.0,6.791826130338694e+18,yau.yau.26,Phương Thanh Nguyễn,41100.0,555900.0
10.0,1674148519187.0,6.793634210823407e+18,kiobi.vn,KIOBI CLOTHING,134.0,252.0
10.0,1674148625378.0,6.79427581837127e+18,cchatclothes,CChat Clothes,31600.0,29100.0
10.0,1674234880825.0,6.794298182689097e+18,fridayshop.tiktok,Fridayshop,11700.0,54200.0
10.0,1674148623894.0,6.794458965591361e+18,lenclothing,lenclothing,4600.0,31400.0
10.0,1674148575839.0,6.794688799596889e+18,tiiienle,Tien Le 💖,51900.0,1400000.0
10.0,1674148541020.0,6.795390241114392e+18,nhungbumxynk,Nhung Bum 🎀,7886.0,132300.0
10.0,1674148641597.0,6.795632617524119e+18,ssstutterdaily,SSStutter_Daily,3678.0,23100.0
10.0,1674148972721.0,6.795856372602652e+18,myanhtruongg,Mỹ Anh,57500.0,621100.0
10.0,1674149060227.0,6.796471560725022e+18,lanaofficial.vn,LANA VIETNAM,27300.0,137500.0
10.0,1674148717397.0,6.797727892261848e+18,edini.vn,edini.vn,311.0,416.0
10.0,1674148937697.0,6.798402689107445e+18,rubiessg,RUBIES,365.0,430.0
10.0,1674148566230.0,6.79852839595475e+18,miaritta,mia ritta,7841.0,47700.0
10.0,1674148633856.0,6.798691030909748e+18,thebluetshirt,TheBlueTshirt,2911.0,29800.0
10.0,1674149595712.0,6.799095037336323e+18,t.my06,❤Cô Mỹ Cute ❤️,38400.0,386100.0
10.0,1674148641506.0,6.799215491304474e+18,duongtubinh,Dương Tú Bình,153.0,245.0
10.0,1674148350413.0,6.799255362749203e+18,wendysuachua,Wendy ❤️,207300.0,1000000.0
10.0,1674149060158.0,6.799875147937383e+18,havadarkwear,Hava Darkwear,2056.0,273.0
10.0,1674148679779.0,6.801092939965416e+18,222.boutique,222.boutique,10200.0,1942.0
10.0,1674149362077.0,6.801111209582151e+18,vmhuong94,Văn Mai Hương,289600.0,2600000.0
10.0,1674149155844.0,6.801426605581026e+18,suriaccessories,Suri Accessories,33200.0,131800.0
10.0,1674148545145.0,6.802120629099431e+18,ninhduong.lanngoc,Ninh Dương Lan Ngọc,3300000.0,29500000.0
10.0,1674148577376.0,6.803513350464243e+18,olv.boutique,OLV Boutique,2759.0,2514.0
10.0,1674149702881.0,6.803874730970596e+18,thedelia_official,Thedelia.official,149300.0,245800.0
10.0,1674148653745.0,6.803995313553999e+18,louiis.ha,Lưu Ý Dùm,3482.0,113700.0
10.0,1674148578279.0,6.804228836970038e+18,quely94,Cờ Ly,3000000.0,92700000.0
10.0,1674148455069.0,6.80514379772879e+18,whitesonclub,whitesonclub,2465.0,34300.0
10.0,1674149257819.0,6.805797959105545e+18,hion.storee,Hion Store ( IG hion.storee ),26000.0,100900.0
10.0,1674148541453.0,6.806519477095286e+18,rechicbrand,Rechicbrand,84.0,106.0
10.0,1674148524625.0,6.806861138341938e+18,yucherrystore,Yucherrystore,178.0,295.0
10.0,1674149600687.0,6.806914087445448e+18,powboii,Powboii,218700.0,2500000.0
10.0,1674148614489.0,6.807251140403004e+18,phamthanhhang,Thanh Hằng,548800.0,4000000.0
10.0,1674148680749.0,6.807349856693798e+18,swe.vn,swe.vn,334900.0,2300000.0
10.0,1674148980950.0,6.807352683227121e+18,faya_bags,Faya Bags review,193.0,109.0
10.0,1674149111767.0,6.807374441434416e+18,urbanmonkey420,URBAN MONKEY$,19900.0,141100.0
10.0,1674148608348.0,6.807380885592655e+18,baecodeclothing,BAECODE CLOTHING,274.0,1531.0
10.0,1674149235065.0,6.807641822161356e+18,coemtrendy,coemtrendy,5129.0,173900.0
10.0,1674148715012.0,6.808107407094302e+18,watchesbytif,ĐỒNG HỒ (Xốpy: Tifwatches),5139.0,15400.0
10.0,1674236379443.0,6.808359968430474e+18,thuytrang.model,thuytrang.model,6333.0,50100.0
10.0,1674149035361.0,6.808479677087221e+18,beachclub.official,Beachclub.official,10200.0,42200.0
10.0,1674149166821.0,6.80881342471889e+18,lilasblancnightwear,lilasblanc.nightwear,184.0,228.0
10.0,1674234790139.0,6.809166900842087e+18,heyiamlinda,Linda Ngo,4800000.0,215700000.0
10.0,1674148912449.0,6.809505531447772e+18,_t.imt.im,Tím Tím,30000.0,304900.0
10.0,1674148575420.0,6.809611041603356e+18,greyb.vn,Grey.B,16400.0,174500.0
10.0,1674148603768.0,6.809666285191988e+18,dii_collection,DII COLLECTION,22100.0,416.0
10.0,1674148636917.0,6.809919020230575e+18,peyjey.v,Peyjey.v,91.0,485.0
10.0,1674148518845.0,6.809975977528198e+18,seduisant.rev,Seduisant.rev,182.0,224.0
10.0,1674148821003.0,6.810319113538733e+18,nieyo.sg,NieYo,1990.0,10100.0
10.0,1674149851907.0,6.810379658061252e+18,gagobrand,GAGO BRAND,1173.0,254.0
10.0,1674148576267.0,6.810990463194498e+18,fleur.studio,fleur.studioo,3636.0,34400.0
10.0,1674148662124.0,6.81149261793652e+18,ponivibe,IG: ponivibe.official,44700.0,531700.0
10.0,1674149079054.0,6.811900755059181e+18,sakepoche,sakepoche,12.0,18.0
10.0,1674148646446.0,6.811903831599089e+18,clickclub.official,Clickclub,2181.0,6775.0
10.0,1674236696234.0,6.812266184995472e+18,thuanh.hehe,thuanh.hehe,50600.0,214400.0
10.0,1674148657150.0,6.812280459834803e+18,luongthuylinh_,Lương Thuỳ Linh,295100.0,8100000.0
10.0,1674149972110.0,6.812839500633523e+18,dottie_store,Dottie,23700.0,126200.0
10.0,1674148700223.0,6.812848447168808e+18,floralpunkofficial,floralpunk,3005.0,2070.0
10.0,1674148544835.0,6.814322533324785e+18,reminder.sg,Reminder.sg,34400.0,237800.0
10.0,1674149180776.0,6.814340103159383e+18,totetalk,totetalk,53.0,247.0
10.0,1674149489107.0,6.814828233683846e+18,doublemoonshot,doublemoonshot,387.0,1259.0
10.0,1674149451037.0,6.817037968479438e+18,morningwarning,morningwarning,4183.0,6187.0
10.0,1674149565917.0,6.818550882066646e+18,imaaychi,ig: i.maychi,84400.0,1200000.0
10.0,1674150206825.0,6.82108037409453e+18,the19club,the19club,625.0,468.0
10.0,1674149533620.0,6.821428795238417e+18,sheeshomewear,Shee's Homewear,60.0,388.0
10.0,1674152011882.0,6.821941239408379e+18,theviciouskids,Theviciouskids,1016.0,345.0
10.0,1674148595936.0,6.823349807324956e+18,shopcat.vn,C.A.T BOUTIQUE,1072.0,982.0
10.0,1674148562421.0,6.824026296827577e+18,kkfashionvn,K&K Fashion,120200.0,2300000.0
10.0,1674149227920.0,6.825519585929348e+18,bachlieen,Bách Liên,145600.0,2300000.0
10.0,1674148725903.0,6.826928771717055e+18,gonpinkk,gonpinkk,606300.0,32900000.0
10.0,1674149402194.0,6.828265504320243e+18,imagodbreaker,iMA God Breaker Streetwear,79700.0,772000.0
10.0,1674149319616.0,6.831195658113648e+18,thesugartown.vn,thesugartown,1369.0,25400.0
10.0,1674148508977.0,6.831516423505855e+18,owst.studio,OH Wonder Studio,39400.0,750900.0
10.0,1674148715331.0,6.831808642682701e+18,dearjose.xo,DEAR JOSÉ ®,76800.0,740000.0
10.0,1674148619318.0,6.834831341340083e+18,lyiee__,𝘓𝘺𝘪𝘦𝘦 là lá la ♪( ´θ｀)ノ,16000.0,149100.0
10.0,1674148451803.0,6.837383014717081e+18,tralifashion,Trali Fashion,193.0,100.0
10.0,1674148599963.0,6.840003511171302e+18,outerity.sg,OUTERITY,146700.0,815700.0
10.0,1674235182042.0,6.841548471876535e+18,.viviha,𝓝𝓰𝓾𝔂𝓮̂̃𝓷𝓣𝓱𝓲̣𝓗𝓪̀𝓥𝓲,11600.0,110300.0
10.0,1674148646249.0,6.841785281633682e+18,ledacollection,LEDA Collection,264000.0,2600000.0
10.0,1674149484974.0,6.841821021487891e+18,insaneclo.sg,Insane Clo,124700.0,2000000.0
10.0,1674148616201.0,6.843995934620681e+18,hagn.trann_,Hằng Trầnn,1200000.0,11100000.0
10.0,1674148581598.0,6.846592210205607e+18,mayyfashion,Mayyfashion,1923.0,331.0
10.0,1674148472090.0,6.847042373962024e+18,tutustore,TuTu Store,7250.0,14500.0
10.0,1674148622140.0,6.847834850402174e+18,nthuy.vi0405,Nguyễn Thuỳ Vi,97900.0,353800.0
10.0,1674149101122.0,6.849758601017034e+18,rubystore.sg,Rubystore.sg1,83200.0,273400.0
10.0,1674149114323.0,6.849937653707605e+18,lepvn,Lep’ Dress,16800.0,50500.0
10.0,1674148919989.0,6.851742088259372e+18,ranverbae.official,RVB,1665.0,33.0
10.0,1674148588185.0,6.852278132612351e+18,kimwean.sg,Kimwean Store,37.0,149.0
10.0,1674148690981.0,6.852568464364848e+18,gindy.fashion,Gindy Fashion,210.0,973.0
10.0,1674148649481.0,6.852745112248141e+18,hades.studio,HADES STUDIO,54000.0,536300.0
10.0,1674148551783.0,6.854417917166175e+18,nemfashion.official,NEM FASHION,7413.0,32000.0
10.0,1674148572645.0,6.855125293712344e+18,hoangyentp,Trần Phan Hoàng Yến,654900.0,11100000.0
10.0,1674148511469.0,6.855631806142694e+18,maikyhan,Mai Kỳ Hân,30900.0,292800.0
10.0,1674148557791.0,6.856981602116339e+18,lamerfashion,Lamer Fashion,12800.0,10200.0
10.0,1674148863412.0,6.861130426719716e+18,ontop.localbrand,ONTOP,99200.0,88100.0
10.0,1674148525888.0,6.861601715876513e+18,tiela.clothes,Tiela,26800.0,269300.0
10.0,1674148730086.0,6.864766587631928e+18,dodi.dindon,dodi.dindon,1.0,7.0
10.0,1674149157143.0,6.864867906201044e+18,nguyen.atelier,Nguyen.atelier,6.0,36.0
10.0,1674149678249.0,6.867003473323689e+18,whitelazz,Whitelazz,3240.0,34300.0
10.0,1674148637035.0,6.86809184463184e+18,thedoubleii,thedoubleii,1161.0,4960.0
10.0,1674148578040.0,6.870475848072726e+18,lannjewelryvn,LANN Jewelry,2123.0,39800.0
10.0,1674149013293.0,6.872792688082175e+18,miganto.official,Miganto,19900.0,85300.0
10.0,1674148580197.0,6.876018615898359e+18,twenti.vn,Twenti.vn,34800.0,436100.0
10.0,1674148695195.0,6.882262031161132e+18,tjuofficial,Tju_official,5827.0,1168.0
10.0,1674149578818.0,6.88266706603031e+18,khuyenniee,𝓝𝓰𝓸̣𝓬 𝓚𝓱𝓾𝔂𝓮̂𝓷,60100.0,907700.0
10.0,1674148663409.0,6.883110092767626e+18,chudada_16,Chuu Dieu Huyen,6211.0,23700.0
10.0,1674148676996.0,6.883386229918025e+18,jem.closet,Jem Closet,131800.0,1800000.0
10.0,1674148711194.0,6.884424065382942e+18,verus.wristband,Verus Wristband,13100.0,198600.0
10.0,1674148847346.0,6.884453278940628e+18,xipi.vn,XIPI,1986.0,2088.0
10.0,1674149260560.0,6.885244524029806e+18,bustubigsize,BUstu Bigsize,164.0,284.0
10.0,1674148694021.0,6.886702415408858e+18,monotalkvn,Mono Talk,1406.0,10600.0
10.0,1674148731344.0,6.889010914609284e+18,boldbikinivn,BOLD BIKINI SWIMWEAR,696.0,14000.0
10.0,1674149004884.0,6.890725999757034e+18,tosonfashion,Tosonfashion,238.0,1347.0
10.0,1674148759027.0,6.893015152812967e+18,mixshophcm,Mix-Shop Hcm,1204.0,647.0
10.0,1674148927477.0,6.893392716118967e+18,devons.studio,Devons.studio,2812.0,3253.0
10.0,1674150222276.0,6.895561009173825e+18,glk168,Linh Pii,2200000.0,39400000.0
10.0,1674148721039.0,6.900029714476762e+18,ab_house_7,Ab_house,135100.0,765800.0
10.0,1674149092549.0,6.902425866425386e+18,hariwonday,Hari Won(원하리),3500000.0,40600000.0
10.0,1674149246077.0,6.905676812887049e+18,jubinstudio,Jubin Studio,21900.0,371300.0
10.0,1674148537130.0,6.912855891235489e+18,thedoomsday.vn,thedoomsday.vn,1412.0,5599.0
10.0,1674150350351.0,6.914130857423308e+18,trangsucdebac,DẾ BẠC OFFICIAL,21100.0,98200.0
10.0,1674148555429.0,6.91674969855348e+18,nobsilver,nobsilver306,48700.0,874700.0
10.0,1674148602091.0,6.917078379595269e+18,dincoxofficial,Dincox Official,57.0,152.0
10.0,1674149529976.0,6.917956412216296e+18,bangnganfoto,Băng Ngân Hứa,74800.0,1000000.0
10.0,1674148927927.0,6.918302022668617e+18,olala.studio,Olala Studio,368.0,6299.0
10.0,1674149271666.0,6.918365294135084e+18,5am.saigon,5am.saigon,12500.0,133600.0
10.0,1674150758795.0,6.918967259763426e+18,blackmiack,BM couple ne,236500.0,5200000.0
10.0,1674149259203.0,6.919676124117976e+18,jennymalc,Malcolm,7128.0,435000.0
10.0,1674149318249.0,6.920431880921138e+18,petbychang2011,Petbychang,55300.0,182400.0
10.0,1674149080125.0,6.921950303890769e+18,tiemcaiquan,Tiệm Cái Quần,168300.0,2500000.0
10.0,1674148890353.0,6.930841937905747e+18,minbyann.studio,Min by Ann,6917.0,50800.0
10.0,1674149311535.0,6.932908130523547e+18,kinhmatjimmycharice,Jimmy & Charice,55600.0,156300.0
10.0,1674148704225.0,6.933396817564927e+18,youandyourshop,You And Your Shop,171.0,363.0
10.0,1674148831162.0,6.936049012815644e+18,tipblu.vn,tipblu,8804.0,87700.0
10.0,1674148842520.0,6.936432940227233e+18,eleanor.vn,Eleanor Accessories,207.0,304.0
10.0,1674150036121.0,6.937204695249487e+18,themavensaigon,The MAVEN Saigon,2235.0,1057.0
10.0,1674148660413.0,6.937920516850828e+18,clownzvn,ClownZ,24000.0,250700.0
10.0,1674234730295.0,6.939031377471981e+18,clelie.vn,CLÉLIE,12900.0,40500.0
10.0,1674148804249.0,6.939837291645011e+18,eulachamday,bắm,7931.0,51300.0
10.0,1674150307915.0,6.941270822020941e+18,moochou.vn,Nàng thơ thành thị,1187.0,486.0
10.0,1674149249244.0,6.944247676418901e+18,lilyeyewear,Kinh Mat Lily,66400.0,1100000.0
10.0,1674148679830.0,6.944626151940769e+18,hthuy_toui,hthuy_toui1,45100.0,1500000.0
10.0,1674148921437.0,6.94463612503104e+18,gihy.lumos,Gihy.lumos,2524.0,3225.0
10.0,1674149177168.0,6.952028188428518e+18,fiona.accessories,Cửa hàng phụ kiện Fiona,4942.0,19000.0
10.0,1674150022881.0,6.952870697924642e+18,lechi.official,Lê Chi,177200.0,2200000.0
10.0,1674148726557.0,6.953793600246138e+18,.chang200_4,Nguyễn Thị Hồng Thắm,631100.0,6700000.0
10.0,1674148660400.0,6.955311216826811e+18,poesi.vn,poesi.vn,483.0,11200.0
10.0,1674148667531.0,6.957244830976099e+18,pagina.studio,PAGINA,5557.0,28500.0
10.0,1674148849166.0,6.959826177310279e+18,darlingismconcept,darling.ism,209000.0,2500000.0
10.0,1674150155810.0,6.962744967055803e+18,tuanhthichanbundau,Người chơi hệ review,185600.0,3200000.0
10.0,1674148644072.0,6.964552142359987e+18,kate_by_linh_nguyen,Kate_By_Linh_Nguyen,116.0,374.0
10.0,1674148662721.0,6.964778477900318e+18,fuwafuwayi_,Mạc Phương Vi rất iu Xiao,170100.0,6400000.0
10.0,1674148644043.0,6.964947801874105e+18,fakenth,Nguyễn Thu Hường 🤍,693600.0,18500000.0
10.0,1674149663518.0,6.965496462717699e+18,nga_wendy,N G A,8135.0,70300.0
10.0,1674148810106.0,6.966209125806769e+18,ddreamer.jewelry,Trang Sức Bạc 925 Ddreamer,611.0,1131.0
10.0,1674148822405.0,6.967261277886432e+18,vietgangz.original,Vietgangz Origial,38700.0,804200.0
10.0,1674148922634.0,6.967336724399949e+18,tiin.moment,Tiin Store,21200.0,464400.0
10.0,1674150283101.0,6.968688224915932e+18,nhakholiti,Nhà Kho Liti,41.0,38.0
10.0,1674148813796.0,6.969021350317245e+18,senyda.jewelry,Senyda Jewelry,5.0,8.0
10.0,1674148677267.0,6.969086235315684e+18,l.ii.n_clothingtamkhuong,L.ii.n_ClothingTamKhuong,106.0,87.0
10.0,1674148732206.0,6.96958913340593e+18,embesue,💫💜 Mai Mỹ Uyên ❄️✨,19400.0,252000.0
10.0,1674148553126.0,6.971628950767732e+18,pthv5,🔮Tiểu Vyy🔮,2300000.0,40000000.0
10.0,1674148721548.0,6.974428080669476e+18,d.chic_official,D.CHIC_Official,833.0,721.0
10.0,1674148747366.0,6.975015284650362e+18,hani.clothing,HaNi,1071.0,7456.0
10.0,1674149309862.0,6.975449142505489e+18,asapprettymary,maroomalllaav,8647.0,76700.0
10.0,1674149159146.0,6.977172316800452e+18,emwearvn,Emwearvn,220.0,132.0
10.0,1674148872074.0,6.978046954833085e+18,teeworld.offical,Teeworld Offical,1904.0,58800.0
10.0,1674149336978.0,6.978141947873543e+18,lilygumi,lilygumi,291100.0,2300000.0
10.0,1674148655339.0,6.978706930864768e+18,atous.clothing,À Tous Clothing,30.0,145.0
10.0,1674148813330.0,6.980743816904426e+18,8yostudio,8YO,47900.0,408300.0
10.0,1674149525526.0,6.982183315814155e+18,kimanh6197,Kim Anh,121100.0,1600000.0
