collected_videos_count,collection_time,influencer_id,id,nickname,followers,hearts
10.0,1674148557723.0,6.995561011865617e+18,draconids.mf1111,🌟 DRAY🌟Doãn Quốc Hạ Nhi cọc,491900.0,16000000.0
10.0,1674148937971.0,7.026143049559e+18,veosbykhanh,VEO’S,5295.0,12000.0
10.0,1674148606260.0,7.026969290684564e+18,quynhnhu__1,Nguyễn Thị Quỳnh Như,246.0,940.0
10.0,1674149182683.0,7.02752567856056e+18,1996.byhiin,1996.byhiin,2002.0,13800.0
10.0,1674148984199.0,7.030639612788262e+18,meh_studio,MEH_STUDIO,23.0,255.0
10.0,1674148633370.0,7.031360188185101e+18,her25officical,HER25,234500.0,3500000.0
10.0,1674149148029.0,7.032142087463667e+18,ariustees,Outfits by Ariustees,32.0,615.0
10.0,1674148677258.0,7.0359155977381e+18,calmbunny,CALMBUNNY,17000.0,69600.0
10.0,1674148527474.0,7.039519255957095e+18,tebivietnam,Tebi,823.0,828.0
10.0,1674149742645.0,7.041500176770762e+18,ryactiveofficial,RYACTIVE,47900.0,75000.0
10.0,1674148628974.0,7.0510413505691e+18,narcystudio,Narcystudio,43.0,47.0
10.0,1674148466627.0,7.065598405347821e+18,richness.studio,RICHNESS WORLDWIDE,16700.0,173800.0
10.0,1674149294169.0,7.07864037909296e+18,nha.banhh,Bành Housee,3199.0,85500.0
10.0,1674149929296.0,7.083326499461645e+18,ldv.officiel,Lesavril de Vetements,20400.0,18100.0
10.0,1674148606646.0,7.087436976743777e+18,toptify,Toptify,9192.0,1204.0
10.0,1674148888581.0,7.093856492944115e+18,by.tranghoangth,tủ đồ sắc màu 🍭,153.0,3657.0
10.0,1674149917578.0,7.103794460862137e+18,nowsaigon,NOWSAIGON,21600.0,13800.0
10.0,1674148727062.0,7.107866874457097e+18,and.casually19,AND CASUALLY,8678.0,1490.0
10.0,1674148570482.0,7.118716590040581e+18,lonascorner,Lona's Corner,11700.0,16800.0
10.0,1674150212947.0,7.121909467252e+18,cara.club,caraclub,4450.0,36200.0
10.0,1674148603857.0,7.125441518861174e+18,cecicela.official,Ceci Cela,15100.0,13000.0
10.0,1674149092571.0,7.157931816031684e+18,pur.bras,pur.braslove,17.0,92.0
10.0,1674149585873.0,7.171030971402421e+18,sgzupstore,SAIGONZUP Store & Uniform,21.0,619.0
10.0,1674148648755.0,7.183900254285694e+18,siblinghouse,Siblinghouse,1258.0,1755.0
10.0,1672681004171.0,69581688449.0,quynanhtran._,Quỳnh Anh,1200000.0,23400000.0
10.0,1672767143990.0,78703915756.0,vanniebui131,Bùi Tường Vân,18800.0,323300.0
500.0,1651572844201.0,209793.0,babyariel,BabyAriel,35700000.0,1900000000.0
10.0,1670598655933.0,6.618334160790503e+18,_ttuanh,Sii Anh Tú,36700.0,800200.0
4.0,1670253063054.0,6.624776479971836e+18,wetran.l,Luong Que Tran,19.0,33.0
10.0,1670130547801.0,6.632553495533879e+18,banhhousee,Bành Housee,113.0,788.0
10.0,1670512346880.0,6.659626918931235e+18,cher_studio,Cher_studios,133700.0,670100.0
10.0,1670512427887.0,6.980621573918246e+18,kimdee_le,kimdee_le,6722.0,50700.0
10.0,1670253033417.0,7.024422121310242e+18,chibest_store,Chibest,1703.0,1251.0
10.0,1675790103660.0,6.821423078707742e+18,theshilla.official,THESHILLA.OFFICIAL,66900.0,220500.0
9.0,1677345789588.0,7.201511115528324e+18,eleanoraccessories,Eleanoraccessories,6.0,65.0
10.0,1677345737722.0,6.973161723864188e+18,quachtana,quachtana,57.0,138.0
10.0,1677346158395.0,7.043457631373919e+18,crispusclo,Crispus xin chèo!,305.0,477.0
10.0,1677345269941.0,6.712275637522728e+18,bliss_clothes99,Bliss,536.0,2704.0
10.0,1677345871764.0,6.729160282423887e+18,thefrecklestudios,thefrecklestudios,14900.0,92300.0
10.0,1679419064746.0,7.102796960390039e+18,karlotta_concept,karlotta concept,83.0,101.0
55.0,1677993628658.0,6.882995462878578e+18,rinrin_collection,Rinrin Collection Tiktok,26300.0,302400.0
343.0,1677993746764.0,7.038540094828152e+18,girlfashionstory.oficial,Girl Fashion Story,54300.0,45600.0
358.0,1677993333786.0,6.785078728815216e+18,blashfashion,BLASH FASHION,48600.0,136200.0
510.0,1677993970282.0,6.922094801257137e+18,nuritari_,Nuritari_Id,491000.0,2200000.0
367.0,1677994130228.0,6.736786047462884e+18,rajashopbali,Raja shop bali,4993.0,3348.0
